Price,Levy,Manufacturer,Model,Prod. year,Category,Leather interior,Fuel type,Mileage,Cylinders,Gear box type,Drive wheels,Doors,Wheel,Color,Airbags,Engine_volume,Turbo,Run,bins_airbags,bins_mileage
5018,603,TOYOTA,other,2015,Jeep,Yes,Hybrid,73954 km,6.0,Automatic,4x4,4,Left wheel,Blue,12,(3-4],No,73954.0,(8-12],[0-100.000]
43360,1055,FORD,other,2013,Jeep,Yes,Petrol,106604 km,4.0,Automatic,Front,4,Left wheel,Silver,4,(3-4],No,106604.0,[0-4],(100.000-200.000]
43278,0,MERCEDES-BENZ,other,2014,Minivan,No,Diesel,140000 km,4.0,Tiptronic,Rear,4,Left wheel,White,6,(2-3],Yes,140000.0,(4-8],(100.000-200.000]
125,1664,TOYOTA,other,2013,Coupe,Yes,Petrol,234683 km,8.0,Automatic,Rear,4,Left wheel,White,12,,No,234683.0,(8-12],(200.000-300.000]
45044,891,CHEVROLET,other,2016,Jeep,Yes,Diesel,62814 km,4.0,Automatic,Front,4,Left wheel,Grey,4,(1-2],No,62814.0,[0-4],[0-100.000]
24775,784,HONDA,FIT,2017,Hatchback,Yes,Petrol,25000 km,4.0,Automatic,Front,4,Left wheel,other,12,(1-2],No,25000.0,(8-12],[0-100.000]
46919,1327,HYUNDAI,H1,2018,Universal,Yes,Diesel,71689 km,4.0,Automatic,Front,4,Left wheel,Grey,4,(2-3],No,71689.0,[0-4],[0-100.000]
627,475,CHEVROLET,other,2012,Jeep,Yes,Hybrid,188419 km,4.0,Automatic,Front,4,Left wheel,Red,0,(1-2],No,188419.0,[0-4],(100.000-200.000]
19707,583,HYUNDAI,Elantra,2011,Sedan,Yes,Petrol,176486 km,4.0,Automatic,Front,4,Left wheel,White,4,(1-2],No,176486.0,[0-4],(100.000-200.000]
19130,1292,MERCEDES-BENZ,other,2016,Jeep,Yes,Petrol,49499 km,6.0,Automatic,4x4,4,Left wheel,Silver,0,(2-3],No,49499.0,[0-4],[0-100.000]
33556,456,TOYOTA,Camry,2015,Sedan,Yes,Hybrid,123198 km,4.0,Tiptronic,Front,4,Left wheel,Blue,12,(2-3],No,123198.0,(8-12],(100.000-200.000]
18503,0,HYUNDAI,Elantra,2014,Sedan,No,Petrol,192000 km,4.0,Tiptronic,Front,4,Left wheel,Grey,8,(1-2],No,192000.0,(4-8],(100.000-200.000]
42692,640,HYUNDAI,Santa FE,2013,Jeep,Yes,Diesel,130180 km,4.0,Automatic,Front,4,Left wheel,Silver,4,(1-2],No,130180.0,[0-4],(100.000-200.000]
44849,697,HONDA,other,2015,Coupe,Yes,Petrol,62877 km,4.0,Automatic,Front,4,Left wheel,Red,4,(1-2],No,62877.0,[0-4],[0-100.000]
6586,0,BMW,other,<2006,Sedan,Yes,Petrol,245000 km,4.0,Automatic,Rear,4,Left wheel,Black,4,(1-2],No,245000.0,[0-4],(200.000-300.000]
50,0,TOYOTA,Prius,2011,Hatchback,No,Hybrid,1111111111 km,4.0,Automatic,Front,4,Left wheel,White,6,(1-2],No,600000.0,(4-8],(500.000-600.000]
34497,0,NISSAN,other,2013,Minivan,Yes,CNG,45000 km,6.0,Automatic,Front,5,Left wheel,White,12,(3-4],No,45000.0,(8-12],[0-100.000]
41055,891,CHEVROLET,other,2016,Jeep,Yes,Diesel,70922 km,4.0,Automatic,Front,4,Left wheel,White,4,(1-2],No,70922.0,[0-4],[0-100.000]
1019,585,TOYOTA,Prius,2013,Hatchback,Yes,Hybrid,173933 km,4.0,Automatic,Front,4,Left wheel,Silver,12,(1-2],No,173933.0,(8-12],(100.000-200.000]
8154,0,NISSAN,other,2010,Hatchback,No,Petrol,1000 km,4.0,Automatic,Front,4,Left wheel,Grey,0,(1-2],No,1000.0,[0-4],[0-100.000]
220,1399,LEXUS,other,2010,Jeep,Yes,Hybrid,317470 km,6.0,Automatic,4x4,4,Left wheel,Grey,12,(3-4],No,317470.0,(8-12],(300.000-400.000]
23521,919,BMW,other,2012,Sedan,Yes,Petrol,82990 km,6.0,Automatic,Rear,4,Left wheel,White,0,(2-3],No,82990.0,[0-4],[0-100.000]
25873,640,HYUNDAI,Santa FE,2013,Jeep,Yes,Diesel,41203 km,4.0,Automatic,Front,4,Left wheel,Silver,4,(1-2],No,41203.0,[0-4],[0-100.000]
17249,0,TOYOTA,Prius,2009,Hatchback,Yes,Hybrid,185600 km,4.0,Variator,Front,4,Left wheel,other,4,(1-2],No,185600.0,[0-4],(100.000-200.000]
19416,583,HYUNDAI,Elantra,2011,Sedan,Yes,Petrol,120581 km,4.0,Automatic,Front,4,Left wheel,Silver,4,(1-2],No,120581.0,[0-4],(100.000-200.000]
22567,642,CHEVROLET,other,2012,Sedan,Yes,Petrol,60080 km,4.0,Automatic,Front,4,Left wheel,Black,4,(1-2],No,60080.0,[0-4],[0-100.000]
10349,1079,TOYOTA,other,2018,Jeep,Yes,Petrol,38712 km,4.0,Automatic,Front,4,Left wheel,White,12,(1-2],No,38712.0,(8-12],[0-100.000]
22580,919,BMW,other,2012,Jeep,Yes,Petrol,130000 km,6.0,Tiptronic,4x4,4,Left wheel,White,12,(2-3],No,130000.0,(8-12],(100.000-200.000]
15850,707,SSANGYONG,other,2011,Jeep,Yes,Diesel,190538 km,4.0,Automatic,Front,4,Left wheel,Silver,4,(1-2],No,190538.0,[0-4],(100.000-200.000]
31245,2108,LEXUS,other,2009,Sedan,Yes,Petrol,188266 km,4.0,Automatic,Front,4,Left wheel,Black,4,(4-5],No,188266.0,[0-4],(100.000-200.000]
18500,862,HYUNDAI,H1,2011,Universal,Yes,Diesel,222604 km,4.0,Automatic,Front,4,Left wheel,Black,4,(2-3],No,222604.0,[0-4],(200.000-300.000]
10036,0,other,other,<2006,Jeep,Yes,Petrol,0 km,4.0,Manual,4x4,4,Left wheel,Green,4,(1-2],No,130000.0,[0-4],(100.000-200.000]
11604,0,other,other,2006,Jeep,No,Petrol,257600 km,1.0,Tiptronic,4x4,4,Right-hand drive,Black,2,(1-2],No,257600.0,[0-4],(200.000-300.000]
8467,0,other,other,<2006,Sedan,Yes,Petrol,20000000 km,4.0,Tiptronic,4x4,4,Right-hand drive,Black,3,(1-2],No,600000.0,[0-4],(500.000-600.000]
314,862,FORD,other,2011,Jeep,Yes,Hybrid,130306 km,4.0,Automatic,4x4,4,Left wheel,Green,0,(2-3],No,130306.0,[0-4],(100.000-200.000]
40,0,HONDA,FIT,<2006,Sedan,No,Petrol,145000 km,4.0,Automatic,Front,4,Right-hand drive,White,2,(1-2],No,145000.0,[0-4],(100.000-200.000]
20385,0,TOYOTA,Prius,2012,Sedan,No,Hybrid,180000 km,4.0,Automatic,Front,4,Left wheel,Grey,8,(1-2],No,180000.0,(4-8],(100.000-200.000]
3450,607,TOYOTA,Camry,2019,Sedan,Yes,Hybrid,9626 km,4.0,Automatic,Front,4,Left wheel,Black,12,(2-3],No,9626.0,(8-12],[0-100.000]
392,919,BMW,X5,2012,Jeep,Yes,Diesel,296395 km,6.0,Automatic,4x4,4,Left wheel,Grey,0,(2-3],No,296395.0,[0-4],(200.000-300.000]
45204,1017,HYUNDAI,Elantra,2017,Sedan,Yes,Petrol,31022 km,4.0,Automatic,Front,4,Left wheel,Grey,4,(1-2],No,31022.0,[0-4],[0-100.000]
22894,917,HYUNDAI,other,2013,Sedan,Yes,Petrol,55171 km,4.0,Automatic,Front,4,Left wheel,Black,4,(2-3],No,55171.0,[0-4],[0-100.000]
1333,1277,KIA,other,2018,Sedan,Yes,Petrol,52710 km,4.0,Automatic,Front,4,Left wheel,Blue,12,(2-3],No,52710.0,(8-12],[0-100.000]
59827,1077,HONDA,other,2019,Sedan,Yes,Petrol,8115 km,4.0,Automatic,Front,4,Left wheel,Silver,4,(1-2],No,8115.0,[0-4],[0-100.000]
8938,1399,MERCEDES-BENZ,E 350,2010,Sedan,Yes,Diesel,256914 km,6.0,Automatic,4x4,4,Left wheel,Grey,12,(3-4],No,256914.0,(8-12],(200.000-300.000]
7527,0,HONDA,FIT,<2006,Hatchback,No,Petrol,150000 km,4.0,Automatic,Front,4,Right-hand drive,Silver,4,(1-2],No,150000.0,[0-4],(100.000-200.000]
18189,0,BMW,other,2007,Sedan,Yes,Petrol,230000 km,6.0,Tiptronic,Rear,4,Left wheel,Black,12,(2-3],No,230000.0,(8-12],(200.000-300.000]
26657,0,HYUNDAI,other,2017,Sedan,No,Petrol,102569 km,4.0,Automatic,Front,4,Left wheel,Silver,0,(2-3],No,102569.0,[0-4],(100.000-200.000]
1333,1533,CHEVROLET,other,2016,Sedan,Yes,Petrol,120696 km,6.0,Automatic,Front,4,Left wheel,Silver,12,(3-4],No,120696.0,(8-12],(100.000-200.000]
18826,642,LEXUS,other,2012,Hatchback,Yes,Hybrid,184000 km,4.0,Automatic,Front,4,Left wheel,Black,0,(1-2],No,184000.0,[0-4],(100.000-200.000]
31047,1275,other,other,2019,Jeep,No,Petrol,2400 km,4.0,Tiptronic,4x4,4,Left wheel,Black,10,(2-3],No,2400.0,(8-12],[0-100.000]
18817,765,MERCEDES-BENZ,other,2015,Sedan,Yes,Petrol,0 km,4.0,Automatic,4x4,4,Left wheel,White,12,(1-2],No,130000.0,(8-12],(100.000-200.000]
5802,1236,HONDA,FIT,2011,Hatchback,No,Petrol,95000 km,4.0,Automatic,Front,4,Right-hand drive,Blue,8,(1-2],No,95000.0,(4-8],[0-100.000]
11290,891,HYUNDAI,Sonata,2016,Sedan,Yes,LPG,325139 km,4.0,Automatic,Front,4,Left wheel,Silver,4,(1-2],No,325139.0,[0-4],(300.000-400.000]
6115,779,LEXUS,other,2013,Sedan,Yes,Hybrid,152400 km,4.0,Automatic,Front,4,Left wheel,Silver,12,(2-3],No,152400.0,(8-12],(100.000-200.000]
5331,0,NISSAN,other,2006,Hatchback,No,Petrol,290000 km,4.0,Variator,Front,4,Right-hand drive,other,2,(1-2],No,290000.0,[0-4],(200.000-300.000]
16308,0,other,other,2008,Jeep,Yes,Petrol,285888 km,4.0,Tiptronic,4x4,4,Left wheel,other,4,(2-3],No,285888.0,[0-4],(200.000-300.000]
5331,0,other,other,<2006,Jeep,No,Petrol,0 km,4.0,Manual,4x4,4,Left wheel,Black,0,(2-3],No,130000.0,[0-4],(100.000-200.000]
19444,0,TOYOTA,Camry,2010,Sedan,Yes,Petrol,85000 km,6.0,Automatic,Front,4,Left wheel,Grey,12,(2-3],No,85000.0,(8-12],[0-100.000]
12544,831,HYUNDAI,Sonata,2011,Hatchback,No,Petrol,219200 km,4.0,Automatic,Front,4,Left wheel,Black,12,(2-3],No,219200.0,(8-12],(200.000-300.000]
12858,0,CHEVROLET,Cruze,2009,Sedan,Yes,Petrol,30000 km,4.0,Manual,Front,4,Left wheel,Grey,2,(1-2],No,30000.0,[0-4],[0-100.000]
314,1017,MERCEDES-BENZ,other,2017,Sedan,Yes,Petrol,26802 km,4.0,Automatic,Rear,4,Left wheel,Black,12,(1-2],No,26802.0,(8-12],[0-100.000]
19657,629,CHEVROLET,other,2015,Sedan,Yes,Petrol,48700 km,4.0,Automatic,Front,4,Left wheel,Black,4,(1-2],No,48700.0,[0-4],[0-100.000]
2195,645,HYUNDAI,Elantra,2011,Jeep,Yes,Petrol,308501 km,4.0,Automatic,Front,4,Left wheel,Blue,12,(1-2],No,308501.0,(8-12],(300.000-400.000]
1568,1493,MERCEDES-BENZ,E 350,2016,Sedan,Yes,Diesel,77205 km,6.0,Automatic,Rear,4,Left wheel,Grey,12,(3-4],No,77205.0,(8-12],[0-100.000]
11917,0,TOYOTA,other,2007,Minivan,No,CNG,270000 km,4.0,Automatic,Front,4,Right-hand drive,other,4,(2-3],No,270000.0,[0-4],(200.000-300.000]
7056,1668,other,other,2012,Sedan,Yes,Petrol,0 km,8.0,Automatic,Front,4,Left wheel,White,12,,No,130000.0,(8-12],(100.000-200.000]
50178,0,other,other,2012,Jeep,Yes,Petrol,89600 km,4.0,Tiptronic,4x4,2,Left wheel,Red,0,(1-2],Yes,89600.0,[0-4],[0-100.000]
706,645,LEXUS,other,2011,Hatchback,Yes,Hybrid,116869 km,4.0,Automatic,Front,4,Left wheel,Black,0,(1-2],No,116869.0,[0-4],(100.000-200.000]
18481,707,HYUNDAI,Tucson,2011,Jeep,Yes,Diesel,119194 km,4.0,Automatic,Front,4,Left wheel,Grey,4,(1-2],No,119194.0,[0-4],(100.000-200.000]
25089,456,LEXUS,other,2015,Jeep,Yes,Hybrid,108344 km,4.0,Automatic,4x4,4,Left wheel,Silver,12,(2-3],No,108344.0,(8-12],(100.000-200.000]
314,640,other,other,2013,Jeep,Yes,Petrol,191267 km,4.0,Automatic,4x4,4,Left wheel,White,12,(1-2],No,191267.0,(8-12],(100.000-200.000]
92070,1493,FORD,other,2016,Jeep,Yes,Petrol,66246 km,4.0,Automatic,Front,4,Left wheel,White,4,(3-4],No,66246.0,[0-4],[0-100.000]
25089,382,HYUNDAI,Sonata,2014,Sedan,Yes,Hybrid,98000 km,4.0,Tiptronic,Front,4,Left wheel,Black,12,(2-3],No,98000.0,(8-12],[0-100.000]
17249,271,TOYOTA,other,2014,Hatchback,No,Hybrid,64000 km,4.0,Variator,Front,4,Left wheel,White,12,(1-2],No,64000.0,(8-12],[0-100.000]
39201,0,BMW,X5,2009,Jeep,Yes,Diesel,124000 km,6.0,Tiptronic,4x4,4,Left wheel,Black,10,(2-3],Yes,124000.0,(8-12],(100.000-200.000]
18817,308,TOYOTA,Prius,2014,Hatchback,No,Hybrid,139930 km,4.0,Automatic,Front,4,Left wheel,White,0,(1-2],No,139930.0,[0-4],(100.000-200.000]
9377,1090,CHEVROLET,other,2008,Jeep,Yes,Diesel,61237 km,4.0,Automatic,Front,4,Left wheel,Black,4,(1-2],No,61237.0,[0-4],[0-100.000]
627,1750,TOYOTA,other,2008,Sedan,Yes,Hybrid,277405 km,6.0,Automatic,4x4,4,Left wheel,Grey,12,(3-4],No,277405.0,(8-12],(200.000-300.000]
941,1850,LEXUS,other,2008,Jeep,Yes,Hybrid,364523 km,6.0,Automatic,4x4,4,Left wheel,Black,12,(3-4],No,364523.0,(8-12],(300.000-400.000]
7213,0,other,other,<2006,Universal,No,Petrol,18656 km,4.0,Manual,Front,4,Left wheel,Silver,6,(1-2],No,18656.0,(4-8],[0-100.000]
41883,1138,HYUNDAI,other,2013,Coupe,Yes,Petrol,94813 km,4.0,Automatic,Front,4,Left wheel,White,4,(3-4],No,94813.0,[0-4],[0-100.000]
24462,0,TOYOTA,Camry,2011,Sedan,No,Hybrid,175000 km,4.0,Automatic,Front,4,Left wheel,White,0,(2-3],No,175000.0,[0-4],(100.000-200.000]
15681,0,FORD,other,<2006,other,No,Diesel,144000 km,4.0,Manual,Front,4,Left wheel,White,0,(1-2],Yes,144000.0,[0-4],(100.000-200.000]
13485,0,other,other,2010,Hatchback,Yes,Petrol,1100000 km,4.0,Automatic,Front,4,Left wheel,Black,6,(1-2],No,600000.0,(4-8],(500.000-600.000]
7840,0,TOYOTA,Prius,<2006,Sedan,No,Hybrid,184000 km,4.0,Automatic,Front,4,Left wheel,White,4,(1-2],No,184000.0,[0-4],(100.000-200.000]
20385,0,HYUNDAI,Elantra,2013,Sedan,Yes,Petrol,112000 km,4.0,Tiptronic,Front,4,Left wheel,Grey,8,(1-2],No,112000.0,(4-8],(100.000-200.000]
19130,531,NISSAN,other,2012,Jeep,Yes,Petrol,95000 km,4.0,Tiptronic,4x4,4,Left wheel,Grey,12,(1-2],Yes,95000.0,(8-12],[0-100.000]
10036,0,TOYOTA,other,<2006,Jeep,No,Petrol,333333 km,4.0,Automatic,4x4,4,Left wheel,other,2,(1-2],No,333333.0,[0-4],(300.000-400.000]
314,650,other,other,2016,Sedan,Yes,Petrol,77600 km,4.0,Automatic,Front,4,Left wheel,Black,12,(1-2],No,77600.0,(8-12],[0-100.000]
470,645,LEXUS,other,2011,Hatchback,Yes,Hybrid,32974 km,4.0,Automatic,Front,4,Left wheel,Silver,0,(1-2],No,32974.0,[0-4],[0-100.000]
39201,1341,FORD,other,2015,Coupe,No,Petrol,128000 km,6.0,Tiptronic,Rear,2,Left wheel,Grey,6,(3-4],No,128000.0,(4-8],(100.000-200.000]
46919,696,HYUNDAI,Santa FE,2013,Jeep,Yes,Diesel,138742 km,4.0,Automatic,Front,4,Left wheel,Grey,4,(2-3],No,138742.0,[0-4],(100.000-200.000]
9095,0,NISSAN,other,2006,Sedan,Yes,Petrol,124000 km,4.0,Automatic,Front,4,Right-hand drive,other,8,(1-2],No,124000.0,(4-8],(100.000-200.000]
58971,1811,LEXUS,other,2010,Sedan,Yes,Hybrid,136129 km,4.0,Automatic,Front,4,Left wheel,Black,4,(4-5],No,136129.0,[0-4],(100.000-200.000]
14113,0,BMW,other,<2006,other,Yes,Petrol,187000 km,6.0,Manual,Rear,2,Left wheel,Silver,4,(2-3],No,187000.0,[0-4],(100.000-200.000]
7683,707,HYUNDAI,Sonata,2011,Sedan,Yes,LPG,82309 km,4.0,Automatic,Front,4,Left wheel,White,4,(1-2],No,82309.0,[0-4],[0-100.000]
314,1297,other,other,2011,Sedan,Yes,Petrol,198030 km,6.0,Automatic,Front,4,Left wheel,Silver,12,(3-4],No,198030.0,(8-12],(100.000-200.000]
470,1399,MERCEDES-BENZ,E 350,2010,Sedan,Yes,Petrol,229904 km,6.0,Automatic,4x4,4,Left wheel,Black,12,(3-4],No,229904.0,(8-12],(200.000-300.000]
19089,1099,SSANGYONG,other,2010,Jeep,Yes,Diesel,181000 km,4.0,Automatic,Front,4,Left wheel,White,4,(2-3],No,181000.0,[0-4],(100.000-200.000]
27356,642,HYUNDAI,Tucson,2012,Jeep,Yes,Diesel,149546 km,4.0,Automatic,Front,4,Left wheel,White,4,(1-2],No,149546.0,[0-4],(100.000-200.000]
40362,730,SSANGYONG,other,2016,Jeep,Yes,Diesel,61000 km,4.0,Automatic,Front,4,Left wheel,White,4,(1-2],No,61000.0,[0-4],[0-100.000]
784,781,FORD,other,2012,Jeep,Yes,Hybrid,95349 km,4.0,Automatic,Front,4,Left wheel,Blue,0,(2-3],No,95349.0,[0-4],[0-100.000]
35570,1091,HYUNDAI,H1,2016,Minivan,Yes,Diesel,77227 km,4.0,Automatic,Front,4,Left wheel,Grey,4,(2-3],No,77227.0,[0-4],[0-100.000]
14426,0,VOLKSWAGEN,other,2009,Sedan,Yes,Petrol,159000 km,4.0,Manual,Front,4,Left wheel,other,8,(1-2],Yes,159000.0,(4-8],(100.000-200.000]
18817,0,KIA,other,2013,Sedan,No,Petrol,78000 km,4.0,Tiptronic,Front,4,Left wheel,other,6,(2-3],No,78000.0,(4-8],[0-100.000]
5959,0,other,other,<2006,Hatchback,No,Petrol,280000 km,4.0,Variator,4x4,4,Right-hand drive,Silver,4,(1-2],No,280000.0,[0-4],(200.000-300.000]
13485,753,KIA,other,2012,Sedan,No,Petrol,122531 km,4.0,Automatic,Front,4,Left wheel,Silver,0,(2-3],No,122531.0,[0-4],(100.000-200.000]
16308,891,HYUNDAI,Sonata,2016,Sedan,Yes,LPG,227033 km,4.0,Automatic,Front,4,Left wheel,White,4,(1-2],No,227033.0,[0-4],(200.000-300.000]
16778,862,HYUNDAI,H1,2011,Minivan,Yes,Diesel,45984 km,4.0,Automatic,Front,4,Left wheel,White,4,(2-3],No,45984.0,[0-4],[0-100.000]
19757,0,VOLKSWAGEN,other,2011,Sedan,Yes,Petrol,189000 km,4.0,Manual,Front,4,Left wheel,Black,2,(1-2],Yes,189000.0,[0-4],(100.000-200.000]
251,919,other,other,2012,Jeep,Yes,Petrol,241344 km,6.0,Automatic,4x4,4,Left wheel,Black,0,(2-3],No,241344.0,[0-4],(200.000-300.000]
862,2455,LEXUS,other,2008,Jeep,Yes,Petrol,280354 km,8.0,Automatic,4x4,4,Left wheel,White,0,(4-5],No,280354.0,[0-4],(200.000-300.000]
8624,966,other,other,2009,Sedan,Yes,Petrol,19999 km,4.0,Automatic,Front,4,Left wheel,Grey,4,(1-2],No,19999.0,[0-4],[0-100.000]
14269,1249,TOYOTA,Camry,2017,Sedan,Yes,Petrol,27560 km,4.0,Automatic,Front,4,Left wheel,Grey,12,(2-3],No,27560.0,(8-12],[0-100.000]
10036,0,TOYOTA,Prius,2008,Hatchback,No,Hybrid,384000 km,4.0,Variator,Front,4,Left wheel,White,0,(1-2],No,384000.0,[0-4],(300.000-400.000]
5802,1055,MERCEDES-BENZ,E 350,2013,Sedan,Yes,Diesel,107800 km,6.0,Automatic,Rear,4,Left wheel,Grey,12,(3-4],No,107800.0,(8-12],(100.000-200.000]
7527,0,TOYOTA,other,<2006,Hatchback,No,Petrol,155000 km,4.0,Automatic,Front,4,Right-hand drive,other,8,(1-2],No,155000.0,(4-8],(100.000-200.000]
22567,639,CHEVROLET,other,2014,Sedan,Yes,Diesel,159436 km,4.0,Automatic,Front,4,Left wheel,Black,4,(1-2],No,159436.0,[0-4],(100.000-200.000]
20005,583,HYUNDAI,Elantra,2011,Sedan,Yes,Petrol,129000 km,4.0,Automatic,Front,4,Left wheel,Silver,4,(1-2],No,129000.0,[0-4],(100.000-200.000]
6617,0,NISSAN,other,<2006,Sedan,No,Petrol,166000 km,6.0,Tiptronic,Rear,4,Right-hand drive,Silver,6,(2-3],No,166000.0,(4-8],(100.000-200.000]
11604,843,TOYOTA,Prius,2008,Hatchback,No,Hybrid,216000 km,4.0,Automatic,Front,4,Left wheel,Grey,0,(1-2],No,216000.0,[0-4],(200.000-300.000]
17405,891,HYUNDAI,other,2016,Sedan,No,Petrol,81302 km,4.0,Automatic,Front,4,Left wheel,Red,8,(1-2],No,81302.0,(4-8],[0-100.000]
34811,919,BMW,X5,2012,Jeep,Yes,Diesel,70994 km,6.0,Automatic,4x4,4,Left wheel,Black,0,(2-3],No,70994.0,[0-4],[0-100.000]
8963,363,CHEVROLET,other,2014,Hatchback,Yes,LPG,175771 km,4.0,Automatic,Front,4,Left wheel,Grey,4,[0-1],No,175771.0,[0-4],(100.000-200.000]
11290,0,MERCEDES-BENZ,other,<2006,Minivan,Yes,CNG,0 km,6.0,Tiptronic,Rear,4,Right-hand drive,other,8,(3-4],No,130000.0,(4-8],(100.000-200.000]
7840,0,NISSAN,other,<2006,Hatchback,No,Petrol,108000 km,4.0,Automatic,Front,4,Right-hand drive,Silver,2,(1-2],No,108000.0,[0-4],(100.000-200.000]
392,779,TOYOTA,Camry,2013,Sedan,Yes,Hybrid,232032 km,4.0,Automatic,Front,4,Left wheel,Silver,12,(2-3],No,232032.0,(8-12],(200.000-300.000]
15681,1185,FORD,other,2009,Jeep,No,Hybrid,99000 km,4.0,Automatic,Front,4,Left wheel,White,7,(2-3],No,99000.0,(4-8],[0-100.000]
3450,830,other,other,2019,Sedan,Yes,Petrol,9422 km,4.0,Automatic,Front,4,Left wheel,Blue,12,(1-2],No,9422.0,(8-12],[0-100.000]
282,289,FORD,other,2008,Jeep,Yes,Hybrid,220474 km,4.0,Automatic,Front,4,Left wheel,Grey,0,[0-1],No,220474.0,[0-4],(200.000-300.000]
706,474,CHEVROLET,other,2013,Hatchback,Yes,Hybrid,181360 km,4.0,Automatic,Front,4,Left wheel,Blue,12,(1-2],No,181360.0,(8-12],(100.000-200.000]
19130,779,TOYOTA,Camry,2013,Sedan,No,Petrol,7900 km,4.0,Tiptronic,Front,4,Left wheel,Black,0,(2-3],No,7900.0,[0-4],[0-100.000]
2038,1018,MERCEDES-BENZ,other,2011,Sedan,Yes,Petrol,304082 km,6.0,Automatic,Rear,4,Left wheel,White,12,(2-3],No,304082.0,(8-12],(300.000-400.000]
39201,1091,HYUNDAI,H1,2016,Universal,Yes,Diesel,182821 km,4.0,Automatic,Front,4,Left wheel,Silver,4,(2-3],No,182821.0,[0-4],(100.000-200.000]
19444,0,TOYOTA,other,2006,Jeep,Yes,Hybrid,0 km,6.0,Automatic,Front,4,Left wheel,Grey,5,(3-4],No,130000.0,(4-8],(100.000-200.000]
8467,0,NISSAN,other,<2006,Sedan,Yes,Petrol,210000 km,8.0,Automatic,Front,4,Left wheel,Black,12,,No,210000.0,(8-12],(200.000-300.000]
10349,1267,TOYOTA,Aqua,2013,Hatchback,No,Hybrid,129000 km,4.0,Automatic,Front,4,Right-hand drive,Silver,6,(1-2],No,129000.0,(4-8],(100.000-200.000]
20228,890,CHEVROLET,other,2016,Jeep,Yes,Petrol,30179 km,4.0,Automatic,Front,4,Left wheel,White,4,(1-2],No,30179.0,[0-4],[0-100.000]
200,0,FORD,other,<2006,Microbus,Yes,Diesel,200000 km,4.0,Manual,Rear,5,Left wheel,White,0,(2-3],No,200000.0,[0-4],(100.000-200.000]
8154,531,CHEVROLET,other,2012,Hatchback,Yes,Petrol,74181 km,4.0,Automatic,Front,4,Left wheel,White,4,(1-2],No,74181.0,[0-4],[0-100.000]
9722,765,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,362818 km,4.0,Automatic,Front,4,Left wheel,other,4,(1-2],No,362818.0,[0-4],(300.000-400.000]
13485,0,TOYOTA,Prius,2012,Sedan,No,Hybrid,0 km,4.0,Automatic,Front,4,Left wheel,White,12,(1-2],No,130000.0,(8-12],(100.000-200.000]
19757,0,TOYOTA,Prius,2012,Sedan,Yes,Hybrid,184000 km,4.0,Variator,Front,4,Left wheel,Grey,12,(1-2],No,184000.0,(8-12],(100.000-200.000]
5018,0,other,other,<2006,Jeep,No,Diesel,111111 km,4.0,Automatic,4x4,4,Left wheel,Black,2,(2-3],Yes,111111.0,[0-4],(100.000-200.000]
19914,891,HYUNDAI,Sonata,2016,Sedan,Yes,LPG,240573 km,4.0,Automatic,Front,4,Left wheel,White,4,(1-2],No,240573.0,[0-4],(200.000-300.000]
470,353,LEXUS,other,2015,Hatchback,Yes,Hybrid,94949 km,4.0,Automatic,Front,4,Left wheel,White,12,(1-2],No,94949.0,(8-12],[0-100.000]
6586,1481,FORD,other,2006,Universal,No,Diesel,280000 km,4.0,Manual,Front,4,Left wheel,Grey,6,(1-2],Yes,280000.0,(4-8],(200.000-300.000]
43576,831,SSANGYONG,other,2017,Jeep,Yes,Petrol,47456 km,4.0,Automatic,Front,4,Left wheel,White,4,(1-2],No,47456.0,[0-4],[0-100.000]
13172,0,MERCEDES-BENZ,other,<2006,Sedan,No,Diesel,250115 km,4.0,Manual,Rear,4,Left wheel,Silver,8,(2-3],No,250115.0,(4-8],(200.000-300.000]
9722,961,CHEVROLET,other,2009,Jeep,Yes,Diesel,63889 km,4.0,Automatic,Front,4,Left wheel,White,4,(1-2],No,63889.0,[0-4],[0-100.000]
7213,0,BMW,other,<2006,Sedan,Yes,CNG,300000 km,6.0,Tiptronic,Rear,4,Left wheel,Blue,6,(2-3],No,300000.0,(4-8],(200.000-300.000]
62057,1053,FORD,other,2014,Jeep,Yes,Petrol,49709 km,4.0,Automatic,Front,4,Left wheel,Silver,4,(3-4],No,49709.0,[0-4],[0-100.000]
16308,0,TOYOTA,Prius,2011,Sedan,Yes,Hybrid,104000 km,4.0,Tiptronic,Front,4,Left wheel,Black,8,(2-3],No,104000.0,(4-8],(100.000-200.000]
16590,0,MERCEDES-BENZ,other,<2006,Jeep,Yes,Petrol,265000 km,6.0,Tiptronic,4x4,4,Left wheel,Silver,10,(3-4],No,265000.0,(8-12],(200.000-300.000]
31675,1817,TOYOTA,other,2020,Sedan,Yes,Petrol,1669 km,6.0,Automatic,4x4,4,Left wheel,Black,12,(3-4],No,1669.0,(8-12],[0-100.000]
10663,934,other,other,2015,Jeep,Yes,Petrol,81058 km,4.0,Automatic,4x4,4,Left wheel,Silver,0,(2-3],No,81058.0,[0-4],[0-100.000]
2200,1528,other,other,<2006,Sedan,No,Petrol,283000 km,4.0,Manual,Front,4,Left wheel,Green,2,(1-2],No,283000.0,[0-4],(200.000-300.000]
