Price,Levy,Manufacturer,Model,Prod. year,Category,Leather interior,Fuel type,Cylinders,Gear box type,Drive wheels,Doors,Wheel,Color,Airbags,Engine volume,Turbo,Mileage
13799,1275,HYUNDAI,Santa FE,2019,Sedan,Yes,Petrol,4.0,Automatic,4x4,4,Left wheel,Blue,12,2,0,22832.0
44000,0,MERCEDES-BENZ,other,2009,Sedan,Yes,Diesel,6.0,Tiptronic,4x4,4,Left wheel,Black,12,2,1,223000.0
100,0,TOYOTA,Camry,2016,Sedan,Yes,Petrol,6.0,Automatic,4x4,4,Left wheel,Black,6,2,0,4000.0
1098,394,TOYOTA,Camry,2014,Sedan,Yes,Hybrid,4.0,Automatic,Front,4,Left wheel,Black,12,2,0,398069.0
20068,843,CHEVROLET,other,2015,Jeep,Yes,Diesel,4.0,Automatic,Front,4,Left wheel,Silver,4,2,0,63116.0
21953,0,VOLKSWAGEN,other,2013,Sedan,Yes,Hybrid,4.0,Tiptronic,Front,4,Left wheel,Silver,8,1,1,132399.0
21639,1058,MERCEDES-BENZ,other,2012,Sedan,Yes,Petrol,6.0,Automatic,4x4,4,Left wheel,Blue,6,3,0,149000.0
8781,0,other,other,2005,Hatchback,No,Petrol,4.0,Tiptronic,Front,4,Right-hand drive,Silver,5,1,1,104000.0
4500,0,other,other,2005,Sedan,No,Petrol,4.0,Manual,Front,4,Left wheel,Green,0,1,0,250000.0
32615,1077,MERCEDES-BENZ,other,2019,Sedan,Yes,Petrol,4.0,Automatic,Rear,4,Left wheel,Blue,12,1,0,15235.0
6272,0,MERCEDES-BENZ,other,2005,Minivan,No,Diesel,4.0,Manual,Front,2,Left wheel,White,1,2,0,600000.0
73698,0,BMW,other,2013,Sedan,Yes,Petrol,6.0,Tiptronic,Rear,4,Left wheel,White,0,2,1,130000.0
15681,1077,TOYOTA,other,2019,Jeep,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,Black,12,1,0,18950.0
4704,0,HONDA,other,2005,Hatchback,No,Petrol,4.0,Variator,Front,4,Right-hand drive,other,2,1,0,185000.0
941,308,TOYOTA,Prius,2014,Hatchback,Yes,Hybrid,4.0,Automatic,Front,4,Left wheel,White,12,1,0,270410.0
941,1850,LEXUS,other,2008,Jeep,Yes,Hybrid,6.0,Automatic,4x4,4,Left wheel,Black,12,3,0,364523.0
6586,0,other,other,2005,Sedan,No,Diesel,4.0,Automatic,Front,4,Left wheel,Green,2,1,1,262140.0
2038,765,KIA,other,2015,Sedan,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,Silver,12,1,0,125621.0
392,521,CHEVROLET,other,2011,Hatchback,Yes,Hybrid,4.0,Automatic,Front,4,Left wheel,Silver,12,1,0,140171.0
157,915,other,other,2014,Hatchback,Yes,Petrol,6.0,Automatic,4x4,4,Left wheel,Grey,0,2,0,401128.0
22580,0,FORD,other,2010,Jeep,No,Hybrid,4.0,Variator,4x4,4,Left wheel,White,12,2,0,150000.0
5700,0,MERCEDES-BENZ,other,2005,Sedan,No,Petrol,4.0,Automatic,Front,4,Right-hand drive,Black,4,1,0,0.0
18817,609,TOYOTA,Camry,2018,Sedan,Yes,Hybrid,4.0,Automatic,Front,4,Left wheel,White,12,2,0,35058.0
9408,0,other,other,2005,Jeep,No,Petrol,4.0,Automatic,4x4,4,Left wheel,Silver,2,1,0,250000.0
23207,0,other,other,2008,Jeep,Yes,Petrol,8.0,Manual,4x4,4,Left wheel,Black,12,3,0,90000.0
7213,0,other,other,2005,Hatchback,No,CNG,4.0,Manual,Front,4,Left wheel,Blue,4,1,0,185000.0
627,642,other,other,2012,Sedan,Yes,Petrol,4.0,Automatic,4x4,4,Left wheel,Black,0,1,0,267184.0
17559,1017,HYUNDAI,Elantra,2017,Sedan,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,Silver,12,1,0,66000.0
2666,1018,MERCEDES-BENZ,other,2011,Jeep,Yes,Diesel,6.0,Automatic,4x4,4,Left wheel,Black,12,2,0,0.0
19914,1017,HYUNDAI,Sonata,2017,Sedan,Yes,LPG,4.0,Automatic,Front,4,Left wheel,White,4,1,0,238025.0
20385,640,FORD,other,2013,Jeep,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,other,10,1,1,111000.0
15681,1811,LEXUS,other,2010,Jeep,Yes,Petrol,8.0,Automatic,4x4,4,Left wheel,Silver,0,4,0,275240.0
5018,1399,LEXUS,other,2010,Jeep,Yes,Hybrid,6.0,Automatic,4x4,4,Left wheel,Black,12,3,0,167222.0
10976,0,TOYOTA,other,2005,Jeep,Yes,CNG,4.0,Automatic,4x4,4,Left wheel,White,4,1,0,200000.0
5645,0,VOLKSWAGEN,other,2005,Hatchback,No,Petrol,4.0,Manual,Front,2,Left wheel,Grey,0,1,0,126000.0
1900,0,HONDA,FIT,2005,Hatchback,No,Petrol,4.0,Variator,Front,4,Right-hand drive,White,2,1,0,161000.0
35567,751,HONDA,other,2013,Coupe,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,Blue,4,2,0,103929.0
3136,784,FORD,other,2017,Sedan,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,other,12,1,0,77368.0
17876,900,other,other,2015,Sedan,Yes,Petrol,4.0,Tiptronic,Front,4,Left wheel,Grey,10,2,0,111000.0
13350,0,TOYOTA,Aqua,2013,Sedan,No,Hybrid,4.0,Automatic,Front,4,Right-hand drive,White,6,1,0,1000.0
10036,639,HYUNDAI,Sonata,2014,Sedan,Yes,LPG,4.0,Automatic,Front,4,Left wheel,Silver,4,1,0,349773.0
9252,919,MERCEDES-BENZ,E 350,2012,Sedan,Yes,Diesel,6.0,Automatic,Rear,4,Left wheel,Black,12,2,0,171221.0
87497,1275,HONDA,other,2019,Sedan,No,Petrol,4.0,Variator,4x4,4,Left wheel,Silver,6,2,0,0.0
16741,836,SSANGYONG,other,2010,Jeep,Yes,Diesel,4.0,Automatic,Front,4,Left wheel,White,4,1,0,268065.0
11290,0,TOYOTA,Prius,2006,Sedan,Yes,Hybrid,4.0,Automatic,Front,4,Left wheel,Black,2,1,0,168000.0
12522,1024,HYUNDAI,H1,2010,Minivan,Yes,Diesel,4.0,Automatic,Front,4,Left wheel,other,4,2,0,134990.0
13172,0,TOYOTA,Prius,2008,Hatchback,Yes,Hybrid,4.0,Variator,Front,4,Left wheel,White,6,1,0,156000.0
30,0,HONDA,FIT,2005,Hatchback,No,Petrol,4.0,Automatic,Front,4,Right-hand drive,Silver,4,1,0,0.0
14113,0,TOYOTA,Prius,2010,Sedan,No,Hybrid,4.0,Automatic,Front,4,Left wheel,Silver,6,1,0,243200.0
6272,0,FORD,other,2005,other,No,Diesel,4.0,Manual,Front,4,Left wheel,Silver,4,1,1,200000.0
25089,880,NISSAN,other,2018,Jeep,No,Petrol,4.0,Automatic,Front,4,Left wheel,Grey,0,1,0,4363.0
40,0,HONDA,FIT,2005,Hatchback,No,Petrol,4.0,Automatic,Front,4,Right-hand drive,Grey,4,1,0,150000.0
5488,1282,CHEVROLET,other,2007,Jeep,Yes,Diesel,4.0,Automatic,Front,4,Left wheel,Silver,4,1,0,68417.0
55343,891,HYUNDAI,Sonata,2016,Sedan,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,Grey,4,1,0,41891.0
14740,986,other,other,2010,Jeep,No,Petrol,4.0,Automatic,Front,4,Left wheel,Red,6,2,0,228800.0
16621,781,TOYOTA,other,2012,Sedan,No,Hybrid,4.0,Tiptronic,Front,4,Left wheel,Black,10,2,0,177000.0
21012,0,TOYOTA,Prius,2013,Hatchback,No,Hybrid,4.0,Automatic,Front,4,Left wheel,Grey,12,1,0,55000.0
37633,0,TOYOTA,other,2010,Minivan,Yes,Petrol,6.0,Tiptronic,Front,4,Left wheel,Green,10,3,0,184960.0
3607,781,TOYOTA,Camry,2012,Sedan,Yes,Hybrid,4.0,Automatic,Front,4,Left wheel,White,12,2,0,156518.0
9408,0,NISSAN,other,2005,Jeep,Yes,Petrol,4.0,Automatic,4x4,4,Right-hand drive,White,2,1,0,196000.0
19444,891,HYUNDAI,other,2016,Sedan,No,Petrol,8.0,Automatic,Front,4,Left wheel,Silver,8,1,0,44293.0
1098,394,TOYOTA,Camry,2014,Sedan,Yes,Hybrid,4.0,Automatic,Front,4,Left wheel,Black,12,2,0,398069.0
7527,0,other,other,2005,Universal,No,CNG,4.0,Manual,Front,4,Left wheel,White,4,1,0,300000.0
10036,761,TOYOTA,Prius,2010,Hatchback,No,Hybrid,4.0,Automatic,Front,4,Left wheel,Red,8,1,0,119000.0
24239,502,TOYOTA,Aqua,2013,Hatchback,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,Blue,4,1,0,63000.0
470,1077,other,other,2019,Jeep,Yes,Petrol,4.0,Automatic,4x4,4,Left wheel,Black,12,1,0,11566.0
20385,0,TOYOTA,Prius,2010,Sedan,Yes,Hybrid,6.0,Variator,Front,4,Left wheel,other,6,2,0,157846.0
6899,0,HONDA,other,2005,Jeep,No,Petrol,4.0,Automatic,Front,4,Left wheel,Black,0,1,0,282099.0
42337,0,TOYOTA,other,2006,Jeep,Yes,CNG,6.0,Automatic,4x4,4,Left wheel,Silver,11,4,0,190000.0
39891,770,HYUNDAI,Tucson,2016,Jeep,Yes,Diesel,4.0,Automatic,Front,4,Left wheel,Black,4,1,0,137445.0
13485,0,TOYOTA,Prius,2008,Hatchback,No,Petrol,4.0,Automatic,Front,4,Left wheel,White,8,1,0,291200.0
1490,1058,TOYOTA,other,2012,Jeep,Yes,Hybrid,6.0,Automatic,4x4,4,Left wheel,White,12,3,0,363059.0
8300,0,BMW,other,2005,Sedan,No,Petrol,6.0,Tiptronic,Rear,4,Right-hand drive,Silver,4,2,0,158000.0
21639,831,HYUNDAI,Elantra,2017,Sedan,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,Grey,4,1,0,16687.0
17876,764,KIA,other,2015,Sedan,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,Black,4,1,0,35841.0
49550,1055,MERCEDES-BENZ,other,2013,Jeep,Yes,Petrol,6.0,Tiptronic,4x4,4,Left wheel,Black,12,3,0,97400.0
6115,0,VOLKSWAGEN,other,2005,Sedan,No,Petrol,4.0,Manual,Front,4,Left wheel,Blue,4,1,0,32585.0
251,753,HYUNDAI,Sonata,2012,Sedan,Yes,Hybrid,4.0,Automatic,Front,4,Left wheel,Silver,12,2,0,259184.0
38229,877,HYUNDAI,Tucson,2017,Jeep,Yes,Diesel,4.0,Automatic,Front,4,Left wheel,White,4,1,0,150377.0
10349,0,BMW,other,2005,Sedan,Yes,Petrol,6.0,Tiptronic,Rear,4,Left wheel,Silver,8,2,0,280000.0
16621,706,KIA,other,2011,Jeep,Yes,Diesel,4.0,Automatic,Front,4,Left wheel,Silver,4,1,0,98641.0
470,1058,MERCEDES-BENZ,E 350,2012,Coupe,Yes,Petrol,6.0,Automatic,Rear,2,Left wheel,Black,12,3,0,161808.0
16088,836,HYUNDAI,other,2010,Coupe,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,Grey,4,1,0,100000.0
90,0,HYUNDAI,Elantra,2013,Sedan,Yes,Petrol,6.0,Automatic,Front,4,Left wheel,other,8,1,0,100000.0
47042,1058,LEXUS,other,2012,Jeep,Yes,Petrol,6.0,Tiptronic,4x4,4,Left wheel,Black,16,3,0,11700.0
31361,1624,MERCEDES-BENZ,E 350,2009,Coupe,Yes,Petrol,6.0,Tiptronic,Rear,2,Left wheel,White,12,3,0,87985.0
627,1405,BMW,X5,2009,Sedan,Yes,Petrol,6.0,Automatic,4x4,4,Left wheel,Black,0,2,0,171382.0
40769,0,BMW,X5,2008,Jeep,Yes,Diesel,6.0,Automatic,4x4,4,Left wheel,Black,0,2,1,162000.0
250,0,TOYOTA,other,2019,Jeep,No,Diesel,6.0,Automatic,4x4,4,Left wheel,White,12,2,1,0.0
18817,779,TOYOTA,Camry,2013,Sedan,Yes,Petrol,6.0,Tiptronic,Front,4,Left wheel,Black,6,2,0,176000.0
188,1659,TOYOTA,other,2014,Jeep,Yes,Petrol,8.0,Automatic,4x4,4,Left wheel,Black,12,5,0,101928.0
13000,1346,other,other,2013,Jeep,No,Petrol,4.0,Automatic,4x4,4,Right-hand drive,White,6,1,0,111000.0
470,761,TOYOTA,Prius,2010,Jeep,Yes,Hybrid,4.0,Automatic,Front,4,Left wheel,White,12,1,0,408997.0
4077,1055,FORD,other,2013,Jeep,Yes,Petrol,6.0,Automatic,Front,4,Left wheel,Grey,12,3,0,122128.0
17249,0,TOYOTA,Prius,2009,Sedan,No,Hybrid,4.0,Variator,Front,4,Left wheel,Black,8,1,0,380800.0
21326,308,TOYOTA,Prius,2014,Sedan,Yes,Hybrid,4.0,Automatic,Front,4,Left wheel,Grey,6,1,0,74000.0
16621,530,HYUNDAI,other,2013,Sedan,Yes,Petrol,4.0,Tiptronic,Front,2,Left wheel,Black,8,1,1,114000.0
35850,0,MERCEDES-BENZ,other,2006,Microbus,Yes,Diesel,5.0,Tiptronic,Rear,2,Left wheel,other,2,2,1,37440.0
18826,531,HYUNDAI,Elantra,2012,Sedan,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,Silver,4,1,0,120334.0
32904,640,HYUNDAI,Santa FE,2013,Jeep,Yes,Diesel,4.0,Automatic,Front,4,Left wheel,White,4,1,0,224077.0
18503,473,CHEVROLET,Cruze,2014,Sedan,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,White,12,1,1,91200.0
7213,0,other,other,2005,Hatchback,No,CNG,4.0,Manual,Front,4,Left wheel,Blue,4,1,0,185000.0
28423,730,CHEVROLET,other,2016,Jeep,Yes,Diesel,4.0,Automatic,Front,4,Left wheel,White,4,1,0,66603.0
18817,0,BMW,other,2005,Sedan,Yes,Petrol,8.0,Tiptronic,Rear,4,Left wheel,Black,8,4,0,224000.0
6899,0,other,other,2005,Jeep,Yes,Petrol,6.0,Tiptronic,4x4,2,Right-hand drive,Silver,8,3,0,0.0
6272,0,HONDA,other,2005,Jeep,No,Petrol,4.0,Automatic,4x4,4,Right-hand drive,Green,2,1,0,111111.0
706,585,TOYOTA,Prius,2013,Hatchback,Yes,Hybrid,4.0,Automatic,Front,4,Left wheel,White,12,1,0,105328.0
4704,0,other,other,2005,Sedan,No,Petrol,4.0,Automatic,Front,4,Left wheel,Red,0,1,0,104000.0
16621,862,other,other,2011,Jeep,No,Petrol,4.0,Tiptronic,4x4,4,Left wheel,other,12,2,0,145000.0
34497,0,other,other,2014,Jeep,Yes,Petrol,4.0,Tiptronic,4x4,4,Left wheel,Black,6,2,0,94000.0
7840,828,HONDA,other,2020,Sedan,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,Grey,12,1,0,4494.0
7840,0,MERCEDES-BENZ,other,2005,Sedan,Yes,CNG,4.0,Automatic,Rear,4,Left wheel,Silver,4,2,0,300000.0
30734,2151,LEXUS,other,2009,Jeep,Yes,Petrol,8.0,Automatic,4x4,4,Left wheel,Black,0,4,0,264339.0
9408,0,other,other,2005,Sedan,Yes,Petrol,4.0,Manual,4x4,4,Left wheel,Black,8,1,1,224000.0
11290,2377,TOYOTA,other,2016,Jeep,Yes,Petrol,8.0,Automatic,Rear,4,Left wheel,Grey,12,5,0,54875.0
13485,0,BMW,other,2005,Sedan,Yes,Petrol,6.0,Tiptronic,Rear,4,Left wheel,Black,5,2,0,199200.0
470,730,NISSAN,other,2016,Jeep,Yes,Petrol,4.0,Automatic,4x4,4,Left wheel,Silver,0,1,0,44210.0
8467,994,TOYOTA,Prius,2008,Hatchback,Yes,Hybrid,4.0,Automatic,Front,4,Left wheel,Grey,10,1,0,0.0
17249,0,HONDA,FIT,2012,Hatchback,Yes,Petrol,4.0,Variator,Front,4,Right-hand drive,Black,4,1,0,125000.0
13172,0,TOYOTA,Prius,2007,Sedan,No,Hybrid,4.0,Variator,Front,4,Left wheel,Red,4,1,0,108000.0
8781,0,NISSAN,other,2005,Sedan,No,Petrol,4.0,Automatic,Front,4,Right-hand drive,Silver,2,1,0,12000.0
18817,0,FORD,other,2007,Jeep,Yes,Hybrid,4.0,Variator,4x4,4,Left wheel,Grey,12,2,0,180000.0
15681,0,BMW,other,2009,Coupe,Yes,Petrol,6.0,Tiptronic,4x4,2,Left wheel,White,6,2,1,185000.0
862,2455,LEXUS,other,2008,Jeep,Yes,Petrol,8.0,Automatic,4x4,4,Left wheel,White,0,4,0,263190.0
7527,583,CHEVROLET,Cruze,2011,Sedan,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,White,4,1,0,43221.0
3293,0,VOLKSWAGEN,other,2005,Hatchback,No,CNG,4.0,Manual,Front,4,Left wheel,Black,1,1,0,288094.0
43868,730,SSANGYONG,other,2016,Jeep,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,Blue,4,1,0,64071.0
17249,0,HONDA,other,2006,Jeep,No,Petrol,4.0,Automatic,4x4,4,Left wheel,Silver,6,2,0,117000.0
1568,1493,MERCEDES-BENZ,E 350,2016,Sedan,Yes,Diesel,6.0,Automatic,Rear,4,Left wheel,Grey,12,3,0,77205.0
8154,1750,LEXUS,other,2008,Jeep,Yes,Hybrid,6.0,Automatic,4x4,4,Left wheel,Silver,12,3,0,224629.0
5959,0,other,other,2005,Sedan,No,Petrol,4.0,Manual,Front,4,Left wheel,White,4,1,0,450000.0
24302,640,CHEVROLET,other,2013,Jeep,Yes,Diesel,4.0,Automatic,Front,4,Left wheel,Grey,4,1,0,118103.0
6500,1268,TOYOTA,Aqua,2012,Hatchback,No,Hybrid,4.0,Automatic,Front,4,Right-hand drive,White,2,1,0,382000.0
1725,1091,FORD,other,2016,Sedan,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,White,12,2,0,70344.0
9408,0,HONDA,other,2005,Jeep,No,Petrol,4.0,Automatic,4x4,4,Right-hand drive,White,3,1,0,1700.0
5018,431,HYUNDAI,Sonata,2016,Sedan,Yes,Hybrid,4.0,Automatic,Front,4,Left wheel,Black,0,1,0,71218.0
4861,1024,TOYOTA,other,2010,Jeep,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,Silver,12,2,0,320704.0
6272,2082,other,other,2005,Jeep,No,Petrol,4.0,Automatic,4x4,4,Left wheel,Grey,4,2,0,26000.0
13589,1347,HYUNDAI,H1,2008,Universal,Yes,Diesel,4.0,Automatic,Front,4,Left wheel,other,4,2,0,252000.0
12231,761,FORD,other,2010,other,No,Diesel,4.0,Manual,Front,4,Left wheel,other,2,1,1,208000.0
16621,0,MERCEDES-BENZ,other,2006,Minivan,No,Diesel,4.0,Manual,Rear,4,Right-hand drive,White,2,2,1,188000.0
7840,0,VOLKSWAGEN,other,2005,Hatchback,No,Petrol,4.0,Manual,Front,4,Left wheel,Black,1,1,0,100000.0
4704,0,MERCEDES-BENZ,other,2005,Sedan,No,CNG,4.0,Manual,Rear,4,Left wheel,Black,2,2,0,0.0
11099,966,CHEVROLET,other,2009,Sedan,Yes,Diesel,4.0,Automatic,Front,4,Left wheel,White,4,1,0,158267.0
862,333,FORD,other,2014,Sedan,Yes,Hybrid,4.0,Automatic,Front,4,Left wheel,Black,0,1,0,186048.0
7840,0,other,other,2005,Sedan,No,Petrol,4.0,Manual,Front,4,Left wheel,Green,4,1,0,165000.0
54882,0,MERCEDES-BENZ,other,2012,Sedan,Yes,Petrol,8.0,Tiptronic,Rear,4,Left wheel,Black,12,4,1,100000.0
32311,836,SSANGYONG,other,2012,Jeep,Yes,Diesel,4.0,Automatic,Front,4,Left wheel,Black,4,2,0,80876.0
7683,0,HONDA,FIT,2005,Hatchback,No,Petrol,4.0,Automatic,Front,4,Right-hand drive,Silver,5,1,0,186000.0
22580,0,TOYOTA,other,2005,Jeep,No,Diesel,4.0,Manual,4x4,4,Left wheel,White,2,2,1,434000.0
24148,836,other,other,2010,Jeep,Yes,Petrol,4.0,Automatic,4x4,4,Left wheel,White,6,1,1,18000.0
21012,308,TOYOTA,other,2015,Hatchback,No,Hybrid,4.0,Automatic,Front,4,Left wheel,White,12,1,0,114000.0
37476,891,HYUNDAI,Santa FE,2016,Jeep,Yes,Diesel,4.0,Automatic,Front,4,Left wheel,White,4,1,0,185011.0
2195,585,HYUNDAI,Elantra,2013,Sedan,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,Blue,12,1,0,141603.0
21953,781,TOYOTA,Camry,2012,Sedan,Yes,Petrol,4.0,Tiptronic,Front,4,Left wheel,Silver,12,2,0,114000.0
6586,259,CHEVROLET,other,2014,Hatchback,Yes,Hybrid,4.0,Automatic,Front,4,Left wheel,Silver,0,1,0,112123.0
21953,0,MERCEDES-BENZ,other,2006,Jeep,Yes,Petrol,8.0,Tiptronic,4x4,4,Left wheel,Black,0,4,0,198400.0
706,503,HONDA,FIT,2012,Jeep,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,White,0,1,0,277856.0
9408,639,VOLKSWAGEN,other,2014,Sedan,Yes,Petrol,4.0,Tiptronic,Front,4,Left wheel,Grey,8,1,0,185000.0
392,779,TOYOTA,Camry,2013,Sedan,Yes,Hybrid,4.0,Automatic,Front,4,Left wheel,Silver,12,2,0,232032.0
157,353,TOYOTA,Prius,2015,Hatchback,Yes,Hybrid,4.0,Automatic,Front,4,Left wheel,Grey,12,1,0,104978.0
10036,843,TOYOTA,Prius,2008,Hatchback,Yes,Hybrid,4.0,Variator,Front,4,Left wheel,Silver,10,1,0,67000.0
549,639,other,other,2014,Sedan,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,Black,0,1,0,162032.0
3900,0,MERCEDES-BENZ,other,2005,Sedan,Yes,Petrol,6.0,Tiptronic,Rear,4,Right-hand drive,other,10,3,0,200000.0
17562,0,FORD,other,2008,Jeep,Yes,Hybrid,4.0,Automatic,4x4,4,Left wheel,Black,4,2,0,240000.0
392,779,TOYOTA,Camry,2013,Sedan,Yes,Hybrid,4.0,Automatic,Front,4,Left wheel,Silver,12,2,0,232032.0
22266,0,NISSAN,other,2012,Jeep,No,Petrol,4.0,Tiptronic,4x4,4,Left wheel,White,12,1,1,95111.0
10349,836,HYUNDAI,Sonata,2010,Sedan,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,Grey,4,1,0,90000.0
9800,790,CHEVROLET,other,2009,Sedan,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,Black,4,1,0,219236.0
15681,0,other,other,2005,Sedan,No,Petrol,4.0,Tiptronic,4x4,4,Right-hand drive,Blue,10,1,1,27000.0
6429,0,HONDA,other,2005,Hatchback,No,Petrol,4.0,Manual,Front,2,Left wheel,other,2,1,0,220000.0
89482,1176,HYUNDAI,Santa FE,2019,Jeep,Yes,Diesel,4.0,Automatic,Front,4,Left wheel,Grey,4,2,0,69852.0
46101,765,other,other,2015,Sedan,No,Diesel,4.0,Tiptronic,4x4,4,Left wheel,Grey,10,1,1,139000.0
6429,641,KIA,other,2012,Sedan,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,Black,4,1,0,51232.0
282,1399,LEXUS,other,2010,Jeep,Yes,Hybrid,6.0,Automatic,Front,4,Left wheel,Silver,12,3,0,311949.0
392,986,TOYOTA,Camry,2010,Sedan,Yes,Hybrid,4.0,Automatic,Front,4,Left wheel,White,12,2,0,277840.0
45787,1714,LEXUS,other,2017,Sedan,Yes,Petrol,6.0,Automatic,4x4,4,Left wheel,Grey,12,3,0,21261.0
150,0,MERCEDES-BENZ,other,2014,Microbus,Yes,Diesel,5.0,Manual,Rear,5,Left wheel,Silver,2,2,1,150000.0
12231,0,NISSAN,other,2005,Minivan,No,CNG,6.0,Tiptronic,Rear,4,Right-hand drive,White,4,3,0,141000.0
6115,1249,TOYOTA,Camry,2017,Sedan,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,White,12,2,0,89064.0
7840,0,BMW,other,2005,Sedan,Yes,Petrol,6.0,Manual,Rear,4,Left wheel,Black,6,2,0,455855.0
24148,1286,other,other,2010,Jeep,Yes,Petrol,6.0,Tiptronic,4x4,4,Left wheel,Black,9,3,0,124000.0
29586,639,HYUNDAI,Tucson,2014,Jeep,Yes,Diesel,4.0,Automatic,Front,4,Left wheel,Black,4,1,0,153935.0
6899,0,TOYOTA,other,2005,Jeep,No,Petrol,4.0,Automatic,4x4,4,Right-hand drive,other,12,1,0,200000.0
48108,765,HYUNDAI,Santa FE,2015,Jeep,Yes,Diesel,4.0,Automatic,Front,4,Left wheel,Grey,4,1,0,119038.0
10663,1236,TOYOTA,other,2011,Hatchback,Yes,Petrol,4.0,Automatic,Front,4,Right-hand drive,White,12,1,0,150000.0
12544,0,HONDA,other,2012,Sedan,Yes,Hybrid,4.0,Automatic,Front,4,Right-hand drive,Black,6,1,0,45000.0
125,1750,TOYOTA,other,2008,Jeep,Yes,Hybrid,6.0,Automatic,4x4,4,Left wheel,White,12,3,0,287274.0
1019,1104,BMW,X5,2015,Jeep,Yes,Diesel,6.0,Automatic,4x4,4,Left wheel,Black,0,2,0,196614.0
392,761,TOYOTA,Prius,2010,Hatchback,Yes,Hybrid,4.0,Automatic,Front,4,Left wheel,Black,12,1,0,454699.0
31248,640,HYUNDAI,Tucson,2013,Jeep,Yes,Diesel,4.0,Automatic,Front,4,Left wheel,Grey,4,1,0,89461.0
24176,501,TOYOTA,Aqua,2014,Hatchback,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,Blue,4,1,0,28000.0
8154,0,other,other,2005,Minivan,No,LPG,4.0,Automatic,Front,4,Right-hand drive,Silver,2,2,0,125000.0
21326,779,TOYOTA,Camry,2013,Sedan,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,Blue,6,2,0,121600.0
9095,0,NISSAN,other,2005,Hatchback,Yes,Petrol,4.0,Automatic,4x4,4,Right-hand drive,Black,6,1,0,140000.0
15500,2266,TOYOTA,Aqua,2018,Hatchback,No,Hybrid,4.0,Automatic,Front,4,Right-hand drive,White,6,1,0,7000.0
2822,0,other,other,2005,Sedan,No,Petrol,4.0,Automatic,Front,4,Left wheel,other,4,1,0,112300.0
188,289,FORD,other,2008,Sedan,Yes,Hybrid,4.0,Automatic,Front,4,Left wheel,Grey,0,0,0,209843.0
1019,765,MERCEDES-BENZ,other,2015,Sedan,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,Grey,12,1,0,74939.0
15994,0,other,other,2005,Sedan,No,Petrol,6.0,Automatic,Front,4,Left wheel,Silver,6,2,0,160000.0
10349,0,TOYOTA,other,2006,Hatchback,No,Petrol,3.0,Automatic,Front,4,Left wheel,Grey,2,0,0,192000.0
26030,1055,KIA,other,2013,Jeep,No,Petrol,6.0,Tiptronic,4x4,4,Left wheel,Black,16,3,0,102000.0
50178,0,BMW,other,2007,Sedan,Yes,Petrol,8.0,Tiptronic,Rear,4,Left wheel,Black,12,4,0,158400.0
627,1058,MERCEDES-BENZ,E 350,2012,Sedan,Yes,Diesel,6.0,Automatic,4x4,4,Left wheel,Black,12,3,0,318285.0
19757,0,other,other,2009,Jeep,Yes,Hybrid,4.0,Automatic,Front,4,Left wheel,Silver,10,2,0,261000.0
47042,0,TOYOTA,other,2008,Jeep,Yes,Diesel,6.0,Tiptronic,4x4,2,Left wheel,Silver,12,2,1,170000.0
18817,0,TOYOTA,Prius,2010,Hatchback,Yes,Hybrid,4.0,Variator,Front,4,Left wheel,Grey,10,1,0,156000.0
17700,0,FORD,other,2007,Microbus,No,Diesel,4.0,Manual,Front,2,Left wheel,White,1,2,1,231000.0
18817,333,FORD,other,2014,Sedan,Yes,Hybrid,5.0,Automatic,Front,4,Left wheel,Grey,6,1,0,204800.0
251,345,TOYOTA,other,2016,Hatchback,Yes,Hybrid,4.0,Automatic,Front,4,Left wheel,Black,12,1,0,296104.0
784,1211,MERCEDES-BENZ,other,2010,Sedan,Yes,Petrol,6.0,Automatic,Rear,4,Left wheel,Grey,12,2,0,202914.0
